dependency,restimulus,num_obs_train,num_subj_train,num_subj_rerep_train,num_obs_test,num_subj_test,num_subj_rerep_test,num_coeffs_glm,wmae_glm_train,wwmape_glm_train,wmae_glm_test,wwmape_glm_test,num_coeffs_lme,subj_intercept_mean,subj_intercept_var,rand_eff_var,rand_eff_ICC,x_joint_poly_stand_est,x_joint_poly_stand_t_val,y_joint_scale,y_joint_center,x_joint_poly_scale,x_joint_poly_center,wmae_lme_train,wwmape_lme_train,wmae_lme_test,wwmape_lme_test,x_joint_scaled_stand_est,x_joint_scaled_stand_t_val,x_joint_scaled_scale,x_joint_scaled_center,x_joint_exp_stand_est,x_joint_exp:x_joint_weight_exp_stand_est,x_joint_exp_stand_t_val,x_joint_exp:x_joint_weight_exp_stand_t_val,x_joint_exp_scale,x_joint_exp:x_joint_weight_exp_scale,x_joint_exp_center,x_joint_exp:x_joint_weight_exp_center,x_joint_poly:x_joint_height_exp_stand_est,x_joint_poly:x_joint_height_exp_stand_t_val,x_joint_poly:x_joint_height_exp_scale,x_joint_poly:x_joint_height_exp_center,x_joint_poly:x_joint_weight_exp_stand_est,x_joint_poly:x_joint_weight_exp_stand_t_val,x_joint_poly:x_joint_weight_exp_scale,x_joint_poly:x_joint_weight_exp_center,x_joint_exp:x_joint_height_exp_stand_est,x_joint_exp:x_joint_height_exp_stand_t_val,x_joint_exp:x_joint_height_exp_scale,x_joint_exp:x_joint_height_exp_center,x_joint_height_stand_est,x_joint_height_stand_t_val,x_joint_height_scale,x_joint_height_center,x_joint_scaled:x_joint_height_exp_stand_est,x_joint_scaled:x_joint_height_exp_stand_t_val,x_joint_scaled:x_joint_height_exp_scale,x_joint_scaled:x_joint_height_exp_center,x_joint_weight_stand_est,x_joint_weight_stand_t_val,x_joint_weight_scale,x_joint_weight_center,x_joint_scaled:x_joint_height_poly_stand_est,x_joint_scaled:x_joint_height_poly_stand_t_val,x_joint_scaled:x_joint_height_poly_scale,x_joint_scaled:x_joint_height_poly_center,x_joint_scaled:x_joint_weight_poly_stand_est,x_joint_scaled:x_joint_weight_poly_stand_t_val,x_joint_scaled:x_joint_weight_poly_scale,x_joint_scaled:x_joint_weight_poly_center,x_joint_scaled:x_joint_poly_stand_est,x_joint_scaled:x_joint_poly_stand_t_val,x_joint_scaled:x_joint_poly_scale,x_joint_scaled:x_joint_poly_center,x_joint_weight_exp:x_joint_weight_poly_stand_est,x_joint_weight_exp:x_joint_weight_poly_stand_t_val,x_joint_weight_exp:x_joint_weight_poly_scale,x_joint_weight_exp:x_joint_weight_poly_center,x_joint_weight_exp_stand_est,x_joint_weight_exp_stand_t_val,x_joint_weight_exp_scale,x_joint_weight_exp_center,x_joint_height:x_joint_weight_exp_stand_est,x_joint_height:x_joint_weight_exp_stand_t_val,x_joint_height:x_joint_weight_exp_scale,x_joint_height:x_joint_weight_exp_center,x_joint_weight_exp:x_joint_poly_stand_est,x_joint_weight_exp:x_joint_poly_stand_t_val,x_joint_weight_exp:x_joint_poly_scale,x_joint_weight_exp:x_joint_poly_center,x_joint_poly:x_joint_weight_poly_stand_est,x_joint_poly:x_joint_weight_poly_stand_t_val,x_joint_poly:x_joint_weight_poly_scale,x_joint_poly:x_joint_weight_poly_center
MCP4_f - PIP4,7,336255,19,56,83320,14,14,6,10.99017777013958,0.5418614565621545,12.002299610673688,0.5108783266027312,2,-0.7630813715818109,1.872034564758723,2.3557666684945984,0.9371196997711666,NA,NA,21.622339340628553,24.341421546096953,NA,NA,6.0412017265194615,0.2978563618699375,10.657740986266564,0.45364713905217935,0.9700583459039506,669.8837208436997,14.19014461054912,42.35030046782832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,8,335239,37,108,83720,22,26,12,26.644663346331996,0.6034374753193471,26.783668706456726,0.5535355914989216,2,-0.07389737968673717,1.428702759782797,1.395589468106363,0.8866418397920778,NA,NA,38.74459530132561,39.6112705522056,NA,NA,12.994376645763278,0.2942913458708624,12.863525669429626,0.265849289289961,1.1894208518180216,1109.5708817016582,22.982071294407497,53.993194224550386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,9,489328,30,82,135159,19,20,10,16.869409391169395,0.4201418434641766,15.570000555972785,0.38219334841263886,2,-0.09537275515150892,0.930061305419313,0.908174698592615,0.9055755902292392,NA,NA,31.08972519914958,38.74508450140076,NA,NA,7.175145981840391,0.1787009248535422,8.888744191977782,0.21819003112444865,0.9602899175404108,1585.019723948602,20.096109073632395,57.074433377905805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,10,376149,17,57,97691,14,14,6,19.0545836252748,0.6288070415376232,20.218738483499074,0.7157561517799829,3,-0.1212996864537937,1.3259279990092188,1.262667379526313,0.792896237362156,0.6797858440999653,126.57305468045988,28.289304667520295,28.07389809451013,1660.8218307208515,2081.1509532593022,11.913115556650226,0.39313642827317513,15.126711835722263,0.535495182424831,0.5718017153351531,117.067298176282,18.165001303646076,41.84715710920815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,11,347274,24,61,74785,15,15,7,15.71666531030096,0.4235203237706478,18.44460806701572,0.4478583302806595,4,-0.29246033137262273,0.86269162176322145,0.9122694208690484,0.8465710013901262,0.6164687743476436,144.44952007129672,30.032823807493905,40.03455110816857,2093.8852912640573,3424.5300912353564,8.993028049136004,0.24233704006869025,11.995131876748127,0.29125691987045427,0.3646775288161586,83.42330581640499,19.80707840063644,55.06551430959816,NA,NA,NA,NA,NA,NA,NA,NA,0.3109029643362787,214.17881917710855,20982053799146509e70,6442140108310732e70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,12,173400,14,35,31186,7,8,8,12.892350719209428,0.46175602025598944,12.461652643641496,0.8343749914154744,4,0.07953336307175152,1.4127785015704228,1.3182432866235585,0.8673929325588583,-0.5333535427400322,-72.69845433071738,26.369250481291832,34.68827454614654,1805.796517433147,3361.706634804257,8.875353490978005,0.3178821299247446,15.791670887519524,1.057337709371412,1.3146551708961656,180.4336839337247,16.055296232592653,55.71297500821013,NA,NA,NA,NA,NA,NA,NA,NA,0.5074923655222844,109.18752299373568,1561889137740664e71,39951790866072776e69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,13,288539,19,49,59376,11,12,7,19.243235085856053,0.4868029942325605,14.804950487018791,0.49180182042153625,4,-0.12970960939235654,1.5191694854864983,1.456119139692085,0.907703219280224,0.48124131590746033,93.95674928704176,31.26741581382353,40.80226957901921,2185.30373703773,3751.1689757987087,8.8152011332219935,0.223001293039799,10.474226079333562,0.34794060661261006,0.787977451566983,143.31644171576812,19.588680939134953,58.02976722961497,NA,NA,NA,NA,NA,NA,NA,NA,0.3251705326809906,142.51913562109985,2346153735183824e71,8703772020858446e70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,16,382985,19,55,84046,13,13,4,17.734423853940086,0.5637793330852781,17.65882133187887,0.564393914780693,2,-0.33834669163593173,1.316333797313907,1.3615260846083264,0.8639303633567297,1.1691056511399298,904.3387631794668,28.725581156662862,33.4941842317473,1812.6024203772072,2634.2290467851694,10.208067295637813,0.3245156098344692,9.59713312703693,0.30673414915079916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,17,256430,14,36,52112,8,8,4,13.756675543100483,0.5447724724204448,14.651663893741292,0.4620177861031576,3,-0.3388822445896071,1.6842546058833054,1.6787696590159185,0.927776446052079,0.6339451751101658,143.37108609372945,20.010541777217252,24.952266175552445,1943.80477284859,2859.251560837341,5.639991439103294,0.22334699041814868,7.518450932408887,0.23708283782025652,0.4814983572765228,107.25810737066536,18.93052727627518,50.00888016537565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,19,220850,12,36,41312,7,8,12,7.292323082230699,0.454980038105664,10.059874405981494,0.49849043666878823,2,-0.5745404338249608,2.749458055846242,2.8502513840053862,0.9393889524124396,NA,NA,14.097606151615825,14.555940143416572,NA,NA,4.287527907371201,0.26750592214273117,8.244903868861307,0.4085543779191805,1.087627235293765,743.3915453678086,15.052199001199922,30.396013462881463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,20,304611,19,55,79770,13,13,4,21.48806070378849,0.6149855163122224,22.00953799012416,0.6788301400482248,3,-0.1763732653319823,0.6955683150085994,0.6900897159517643,0.7056721515021622,0.4037660332252987,99.69032499397882,35.119354511810066,35.200941802390375,1236.1443289349204,1300.4389529525577,14.685880750538134,0.4203080064026946,16.448747984815448,0.5073212306028619,0.5470127350371844,144.03591829843486,17.176763118856147,31.70802312183418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,21,584707,32,106,133825,24,26,9,16.519678433531183,0.43313235273804507,18.722240135809574,0.4620625188892474,2,-0.176604234011731,0.9961707608302388,0.996199659892496,0.8790056748402841,NA,NA,29.53899526193209,40.650856129296194,NA,NA,7.9126847986878674,0.20746407365737363,13.135805377894428,0.324190015538777,0.8783697086203183,1406.0517453332038,16.137282594047782,54.33172448064681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,22,651895,33,116,149427,26,29,7,18.017763261117853,0.39486743380326456,16.796619983974225,0.3888651184120859,3,0.00689179321262734,1.1501061364446712,1.1153604383392255,0.8539764975481791,0.39910619497863375,126.4615615819712,30.13947745160628,44.039516735747334,2183.005492336035,3826.163105149617,9.777714458702873,0.21428303618023797,12.860227065517456,0.2977321464324457,0.7287444264109498,222.6329285871698,20.08651466136207,58.503808874501885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - DIP4,12,158818,12,37,30711,9,9,7,13.12199199639116,0.27251991904675255,13.407436280600344,0.28289112499758623,2,-0.3395993741812077,2.235470219388512,2.1645642809004952,0.8474606025653196,NA,NA,20.155013383855028,44.84479314507215,NA,NA,9.85701755624146,0.20471233538384373,14.472218869967294,0.30535757855960693,-1.371867430426814,-409.2848695193338,19.557545917713952,52.43822428362508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - DIP4,17,253515,14,44,72067,9,11,8,8.143784545072698,0.4444703078353585,9.135995583619469,0.4277324466300661,2,-0.1036398888945582,0.38876668426038463,0.371779847302859,0.420442681865091,-0.7025331220662013,-347.88545122205056,13.069322596393516,19.238798864638575,2133.448398040585,3502.5624538000957,7.110679785252397,0.3880856640518577,9.527068595127073,0.44604184865331703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - MCP5_f,1,390551,19,60,94716,14,15,10,13.70735705451781,0.3198785343837126,13.868484367764005,0.30704223715896445,3,0.1327048694326763,0.825009026663567,0.7992337395221709,0.630315291751026,-0.8636262089074149,-205.56237600167535,19.551486649714388,42.79863009435396,19.36557673449031,16.789027613097932,10.260685904118672,0.23944609859705435,12.404324266889471,0.2746263666853049,1.5375663554218115,342.0704608578486,2.21463572764232,3.4473799856024496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - MCP5_f,2,185472,20,66,54211,15,16,4,13.78965769910912,0.2251894677893277,13.289023905928124,0.21088824876775125,3,0.22174705478546064,1.1065514061732054,1.1004610275027342,0.7708729851806733,-0.7825101766181142,-135.6213616514514,20.81146286432391,59.25508087636872,36.26016326302741,30.195642381674723,9.467570907435997,0.15460842469214958,10.711010966276667,0.16997684413846395,2.001185131520689,326.5874976117762,3.1693216624926883,4.4889972976478765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - MCP5_f,3,314688,24,76,60511,17,18,5,12.744162583549285,0.2042218440306279,14.96518650913248,0.24304181834949892,3,0.4110961349440983,0.5757077877726763,0.7207604781740644,0.6558659881363903,-0.9435491048033198,-239.49873765909047,19.68752564617743,58.143222771202225,27.55074549193572,29.987468866263868,9.236858847199102,0.14801822673391082,12.588413257777235,0.20444187891932103,1.5654873586908864,362.98858508894966,2.3950839860622652,4.924536505591937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - MCP5_f,6,189480,17,50,52680,11,12,9,10.591244987854807,0.24870589251882191,19.805549511169865,0.460122939575829,2,0.3747130151356105,0.4803638077147208,0.5925423338910436,0.7201521314961858,NA,NA,22.15825859695153,39.275813322076544,NA,NA,8.42616615910834,0.19786504584834383,12.33427830362861,0.28655021096037947,0.6872620231541788,525.3586772606278,1.910544350778575,2.8507719763242454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - MCP5_f,12,210578,23,71,48852,16,17,9,11.12127464013735,0.17347407318178978,12.342447138922214,0.19380105679672288,3,0.2007553685749985,0.758998072538587,0.7663738398314395,0.6051145575575686,-0.35164093272540825,-62.246076984722905,14.495097364661746,61.263380152341405,10.50556368235726,9.216898544247124,7.558414990211547,0.11789916871741792,9.58185931105879,0.15045431749954166,0.7689775902485347,146.11267849448183,1.6946172161190634,2.5189650002407147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - MCP5_f,18,237668,16,51,49409,12,12,5,11.695775756080735,0.1913947002368151,12.496908380282347,0.22113201936270024,3,0.09251910659705084,0.6871350117341704,0.6527921970118975,0.7622107236286795,-0.6446723012010656,-218.57424898803637,20.43821016481446,55.96744845959881,17.966434930017485,15.446764022549525,7.211749523659734,0.11801616814910491,11.030046327448796,0.19517598623842836,1.1451910473920974,383.2156872858651,2.1927876274537206,3.2616662420720153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,1,381442,15,56,90075,12,13,6,4.982779327059511,0.4713532128349907,7.673285249929707,0.6178482793958513,2,-0.16630024212393013,0.5039251620892756,0.4979729326354448,0.7335142981589468,NA,NA,12.196852619928066,11.430258736163944,NA,NA,3.5074879095891673,0.3317958887295099,4.150591436489648,0.33420310779320705,0.5086307793747554,625.3730113586063,18.86123637199545,41.0774636026887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,2,188368,19,56,46675,14,14,5,10.30085214937662,0.47676716258610463,8.279818468357778,0.4327165651856635,3,-0.27110520708479385,0.447989083315785,0.4979514028066061,0.6325212909775338,1.4873943748617815,183.89747237974157,20.620568659296147,21.883745972331432,2333.2766038590767,3551.850790408902,8.08849112781445,0.37436970346616927,7.951076408461459,0.4155359789766752,-0.6785463622600998,-80.94214526941681,20.557771022483035,55.93953060755365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,3,307599,25,76,74530,18,18,9,9.096756334336398,0.4613271611413032,9.658020545392231,0.5065612130981664,5,-0.4042344261230232,0.4091481835470894,0.5568503679739378,0.7659303789337246,0.6690140906411705,677.3861092770164,19.480785864530105,20.439320830719645,2133.9772554783267,3907.696794338937,5.710211970273704,0.28958408700232857,7.116526301586605,0.3732603569679313,NA,NA,NA,NA,-1.668666256442456,-5.490947251720704,-26.280724492930368,-26.632992032558107,930854212819446e23,11325623950360684e64,16139246768839047e21,49080369486847185e62,NA,NA,NA,NA,0.541376871932778,337.8654808235237,33230810412472505e32,8925154250677344e32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,5,282925,17,47,71469,10,11,5,7.052169036341649,0.45774024103758537,7.499833420048072,0.45488641164205346,2,-0.2570127650723546,0.4880444204984241,0.5254111145619146,0.7542499951440379,0.7731450923974207,833.2692138625987,13.98294010761562,17.27464772165362,1903.9447346562577,3497.9016814261036,4.353034886631641,0.28254558675261654,4.9666929746589314,0.301244176828119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,6,374215,18,52,92523,11,12,10,3.9422070190310423,0.6271198979074111,3.3981319163646138,0.5027923163395028,6,0.04337441266651738,1.0035403331934831,0.9497913628299643,0.881791653678066,0.6687355856485601,744.5905225101462,7.123371271875252,5.012471728543447,1830.5813934191865,1576.1350086418067,2.0033916047323244,0.31869628676606204,3.210504075184767,0.4750306404545008,NA,NA,NA,NA,0.9931755337572736,NA,30.17912353945936,NA,5535294306698762e22,NA,4757637989239992e21,NA,NA,NA,NA,NA,0.3634078188525871,103.1082674600092,3182720585071343e32,3596430071103651e31,2.4280338889950235,30.451996635699224,13071185131919962e102,17404055901730383e100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5808442199629231,619.3252884926115,702606.2811675179,980248.0769638936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,7,391526,22,62,104917,15,15,7,5.782181872289002,0.5613503164940638,5.79100973268483,0.665480641503423,2,-0.18322697619585543,1.061456714320656,1.04680399644577,0.910542779977297,NA,NA,9.16685320203572,11.222694444843157,NA,NA,2.18432475949433,0.21206032984613732,1.9604626123505329,0.22528884894580328,0.5854892027164637,817.8967525727255,16.72467744979647,58.09974557339264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,8,205059,22,70,71428,17,17,6,7.127147163214044,0.5069482832454835,7.462404271534154,0.5151157677251161,2,-0.2152863673802435,0.7053539219452709,0.7196162561039338,0.8875147115204607,NA,NA,10.785595672699882,13.858691697173226,NA,NA,2.2370400716735337,0.15911887293973542,4.385054613682146,0.302692093814835,0.5619976467205009,683.6026667868861,17.03023304765999,62.824385405450165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,9,123282,12,34,33726,8,8,5,7.818922086190184,0.4515331308556535,8.419535517512621,0.4454406812589105,3,-0.4525667605223032,1.2157704025621754,1.3193238859496403,0.9121981976776332,1.4266042152529226,156.54799883154013,11.016401926165488,20.58587109026446,2004.2195160092097,4514.6259291363,2.4950717172926633,0.14408732198628346,3.279857717979869,0.17352288060195342,-0.8797969591107984,-92.27405002283552,16.329604770019216,65.17646891453344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,10,351027,22,71,101057,15,17,5,10.45681492339696,0.5475449250114439,9.222826845526804,0.5083337910749448,2,-0.2989063446864562,0.5692147123532597,0.6327090874672303,0.7287085541793524,0.6222662031858872,652.2656430919905,21.04894298885305,21.305236416962213,2323.010285939411,3629.060458758546,7.454077909756203,0.39031412146300465,8.18220081860686,0.4509776916690411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
